NAME,,B25040_004E,B25040_001E,Electric Ratio,B25040_001M,B25040_002E,B25040_002M,B25040_003E,B25040_003M,B25040_004M,B25040_005E,B25040_005M,B25040_006E,B25040_006M,B25040_007E,B25040_007M,B25040_008E,B25040_008M,B25040_009E,B25040_009M,B25040_010E,B25040_010M,,,,
Geographic,Area,Estimate!!Total!!Electricity,Estimate!!Total,,Margin of Error!!Total,Estimate!!Total!!Utility gas,Margin of Error!!Total!!Utility gas,"Estimate!!Total!!Bottled, tank, or LP gas","Margin of Error!!Total!!Bottled, tank, or LP gas",Margin of Error!!Total!!Electricity,"Estimate!!Total!!Fuel oil, kerosene, etc.","Margin of Error!!Total!!Fuel oil, kerosene, etc.",Estimate!!Total!!Coal or coke,Margin of Error!!Total!!Coal or coke,Estimate!!Total!!Wood,Margin of Error!!Total!!Wood,Estimate!!Total!!Solar energy,Margin of Error!!Total!!Solar energy,Estimate!!Total!!Other fuel,Margin of Error!!Total!!Other fuel,Estimate!!Total!!No fuel used,Margin of Error!!Total!!No fuel used,Name,,,
Keenes,"village,",2,41,0.048780488,17,25,13,14,11,3,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Keensburg,"village,",3,72,0.041666667,32,35,22,27,18,6,7,8,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Keithsburg,"city,",18,272,0.066176471,49,238,48,0,119,13,0,119,0,119,13,9,0,119,0,119,3,5,Illinois,,,
Kell,"village,",12,70,0.171428571,19,47,15,5,6,11,0,119,0,119,6,5,0,119,0,119,0,119,Illinois,,,
Kempton,"village,",5,109,0.04587156,35,99,36,2,3,6,3,4,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kenilworth,"village,",36,772,0.046632124,58,731,59,3,5,20,2,5,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kenney,"village,",7,176,0.039772727,43,169,41,0,119,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kewanee,"city,",571,5347,0.106788854,260,4655,269,81,57,159,11,19,0,119,14,17,0,119,0,119,15,24,Illinois,,,
Keyesport,"village,",49,220,0.222727273,49,148,35,23,30,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kilbourne,"village,",17,114,0.149122807,32,91,30,2,3,11,0,119,0,119,0,119,0,119,4,7,0,119,Illinois,,,
Kildeer,"village,",33,1178,0.028013582,84,1145,87,0,119,29,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kincaid,"village,",102,613,0.16639478,69,511,67,0,119,40,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kinderhook,"village,",18,98,0.183673469,27,72,20,5,7,15,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Kingston,"village,",9,385,0.023376623,75,370,74,3,6,7,0,119,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Kingston,Mines,1,80,0.0125,20,74,19,2,4,4,0,119,0,119,3,4,0,119,0,119,0,119,"village,",Illinois,,
Kinmundy,"city,",54,404,0.133663366,60,338,60,6,7,25,0,119,0,119,6,8,0,119,0,119,0,119,Illinois,,,
Kinsman,"village,",6,52,0.115384615,17,42,18,4,6,10,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kirkland,"village,",87,543,0.160220994,44,453,53,0,119,35,3,4,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Kirkwood,"village,",42,313,0.134185304,54,265,51,4,6,24,0,119,0,119,0,119,0,119,2,3,0,119,Illinois,,,
Knollwood,"CDP,",123,650,0.189230769,115,511,103,16,25,71,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Knoxville,"city,",161,1151,0.139878367,103,984,124,0,119,86,0,119,0,119,6,11,0,119,0,119,0,119,Illinois,,,
Lacon,"city,",72,831,0.086642599,92,714,86,19,17,40,20,17,0,119,6,10,0,119,0,119,0,119,Illinois,,,
Ladd,"village,",33,590,0.055932203,56,549,59,2,4,18,4,6,0,119,0,119,0,119,0,119,2,5,Illinois,,,
La,Fayette,12,93,0.129032258,25,79,22,2,3,13,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
La,Grange,550,5436,0.101177336,167,4783,190,21,24,114,8,14,0,119,0,119,28,37,21,24,25,24,"village,",Illinois,,
La,Grange,472,5276,0.089461713,216,4747,295,5,11,177,0,119,0,119,0,119,15,23,29,27,8,13,Park,"village,",Illinois,
La,Harpe,41,545,0.075229358,59,474,58,23,21,25,0,119,0,119,3,6,0,119,4,6,0,119,"city,",Illinois,,
Lake,Barrington,1215,2148,0.565642458,123,933,74,0,119,132,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Lake,Bluff,43,2064,0.020833333,115,2012,118,0,119,50,0,119,0,119,0,119,0,119,9,13,0,119,"village,",Illinois,,
Lake,Camelot,127,577,0.220103986,68,397,76,43,33,49,0,119,0,119,10,14,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,Catherine,10,521,0.019193858,119,511,120,0,119,16,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,Forest,634,6811,0.093084716,219,6108,214,45,39,127,9,15,0,119,0,119,0,119,0,119,15,24,"city,",Illinois,,
Lake,Holiday,20,1585,0.012618297,164,1526,170,22,22,24,0,119,0,119,17,27,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,in,495,9510,0.052050473,292,8942,273,52,44,147,0,119,0,119,21,24,0,119,0,119,0,119,the,Hills,"village,",Illinois
Lake,Ka-Ho,54,108,0.5,37,0,119,54,29,20,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Lakemoor,"village,",98,2171,0.045140488,217,1970,218,91,66,54,0,119,0,119,12,19,0,119,0,119,0,119,Illinois,,,
Lake,of,112,1166,0.096054889,148,1015,158,0,119,94,0,119,0,119,0,119,0,119,24,39,15,23,the,Woods,"CDP,",Illinois
Lake,Petersburg,73,365,0.2,59,292,68,0,119,34,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,Summerset,159,734,0.216621253,97,537,110,38,31,65,0,119,0,119,0,119,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,Villa,206,2854,0.072179397,198,2639,209,9,13,91,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Lakewood,"village,",38,1286,0.029548989,139,1248,140,0,119,49,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lakewood,Shores,40,506,0.079051383,58,449,67,12,20,36,0,119,0,119,5,10,0,119,0,119,0,119,"CDP,",Illinois,,
Lake,Zurich,141,6183,0.022804464,195,5989,223,34,30,91,0,119,0,119,0,119,0,119,8,13,11,17,"village,",Illinois,,
La,Moille,6,326,0.018404908,47,294,48,23,15,7,3,4,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Lanark,"city,",98,687,0.142649199,83,567,71,3,5,43,3,4,0,119,9,14,0,119,0,119,7,5,Illinois,,,
Langleyville,"CDP,",14,157,0.089171975,44,133,39,0,119,21,0,119,0,119,0,119,0,119,10,14,0,119,Illinois,,,
Lansing,"village,",1493,11356,0.131472349,317,9719,353,101,69,264,14,20,0,119,0,119,0,119,0,119,29,33,Illinois,,,
LaPlace,"CDP,",20,86,0.23255814,34,60,33,6,9,23,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
La,Prairie,2,13,0.153846154,9,6,7,5,8,3,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
La,Rose,0,41,0,15,39,15,2,3,119,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
LaSalle,"city,",284,4099,0.069285192,210,3765,205,30,24,88,6,9,0,119,0,119,0,119,5,8,9,15,Illinois,,,
Latham,"village,",8,187,0.042780749,44,177,43,2,4,6,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lawrenceville,"city,",199,1362,0.146108664,272,1120,229,20,20,79,0,119,0,119,0,119,0,119,0,119,23,25,Illinois,,,
Leaf,River,44,220,0.2,58,176,44,0,119,50,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
Lebanon,"city,",452,1475,0.306440678,204,1023,174,0,119,154,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lee,"village,",13,128,0.1015625,31,115,30,0,119,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Leland,"village,",25,318,0.078616352,52,279,53,8,9,11,3,5,0,119,3,5,0,119,0,119,0,119,Illinois,,,
Leland,Grove,114,706,0.161473088,98,582,68,3,5,84,7,8,0,119,0,119,0,119,0,119,0,119,"city,",Illinois,,
Lemont,"village,",154,5256,0.029299848,189,5073,183,16,26,75,0,119,0,119,0,119,0,119,0,119,13,21,Illinois,,,
Lena,"village,",212,1029,0.206025267,93,778,93,6,9,72,15,19,0,119,13,15,0,119,5,10,0,119,Illinois,,,
Lenzburg,"village,",32,191,0.167539267,35,120,26,28,19,20,5,8,0,119,6,6,0,119,0,119,0,119,Illinois,,,
Leonore,"village,",2,35,0.057142857,14,31,15,0,119,3,0,119,0,119,0,119,0,119,2,3,0,119,Illinois,,,
Lerna,"village,",15,181,0.082872928,56,160,50,3,5,23,0,119,0,119,0,119,0,119,3,5,0,119,Illinois,,,
Le,Roy,102,1386,0.073593074,102,1232,111,30,28,54,0,119,0,119,22,28,0,119,0,119,0,119,"city,",Illinois,,
Lewistown,"city,",143,1067,0.134020619,122,854,123,48,47,58,0,119,0,119,10,11,0,119,12,13,0,119,Illinois,,,
Lexington,"city,",28,776,0.036082474,62,732,61,9,9,28,0,119,0,119,2,4,0,119,5,7,0,119,Illinois,,,
Liberty,"village,",8,210,0.038095238,53,202,53,0,119,9,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Libertyville,"village,",981,7517,0.130504191,203,6417,251,58,35,174,0,119,0,119,11,17,0,119,14,23,36,32,Illinois,,,
Lily,Lake,26,304,0.085526316,56,266,50,0,119,28,0,119,0,119,8,9,0,119,4,6,0,119,"village,",Illinois,,
Lima,"village,",7,81,0.086419753,34,72,33,2,4,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Limestone,"village,",33,572,0.057692308,89,532,90,7,7,25,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lincoln,"city,",1124,5883,0.191058984,591,4700,470,47,30,211,0,119,0,119,0,119,0,119,12,20,0,119,Illinois,,,
Lincolnshire,"village,",171,2600,0.065769231,135,2412,136,17,20,61,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lincolnwood,"village,",311,4181,0.074384119,154,3838,151,15,25,91,9,14,8,13,0,119,0,119,0,119,0,119,Illinois,,,
Lindenhurst,"village,",90,4894,0.018389865,119,4795,125,9,14,52,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lisbon,"village,",6,106,0.056603774,25,89,24,11,14,8,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Lisle,"village,",1398,9235,0.151380617,337,7743,333,79,78,222,0,119,0,119,2,7,0,119,13,20,0,119,Illinois,,,
Litchfield,"city,",456,2821,0.161644807,155,2281,169,71,26,117,0,119,0,119,0,119,0,119,13,21,0,119,Illinois,,,
Littleton,"village,",15,110,0.136363636,40,76,38,3,4,12,0,119,0,119,16,13,0,119,0,119,0,119,Illinois,,,
Little,York,15,100,0.15,22,81,23,0,119,10,2,3,0,119,0,119,0,119,2,3,0,119,"village,",Illinois,,
Liverpool,"village,",9,34,0.264705882,14,25,15,0,119,12,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Livingston,"village,",25,347,0.07204611,56,318,52,4,6,21,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Loami,"village,",49,316,0.155063291,65,262,56,0,119,32,0,119,0,119,5,8,0,119,0,119,0,119,Illinois,,,
Lockport,"city,",530,8431,0.062863243,246,7836,265,65,47,144,0,119,0,119,0,119,0,119,0,119,0,119,Illinois,,,
Loda,"village,",13,176,0.073863636,36,157,35,1,3,10,0,119,0,119,5,6,0,119,0,119,0,119,Illinois,,,
Lomax,"village,",16,231,0.069264069,47,190,41,4,6,11,0,119,0,119,21,18,0,119,0,119,0,119,Illinois,,,
Lombard,"village,",2167,17429,0.124333008,418,15066,480,62,44,327,30,36,0,119,0,119,0,119,52,51,52,41,Illinois,,,
London,Mills,2,141,0.014184397,38,16,13,107,31,3,0,119,0,119,3,4,0,119,13,15,0,119,"village,",Illinois,,
Long,Creek,49,486,0.100823045,72,380,64,45,19,33,0,119,0,119,12,14,0,119,0,119,0,119,"village,",Illinois,,
Long,Grove,75,2435,0.030800821,132,2360,137,0,119,43,0,119,0,119,0,119,0,119,0,119,0,119,"village,",Illinois,,
