GEO_ID,S1903_C02_001E,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C01_031E,S1903_C01_031M,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_004M,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_031E,S1903_C02_031M,NAME
1600000US1715170,61525,2014,128,100,1.6,0,1.6,0,1.6,0,1.6,0,1.6,0,1.6,0,1.6,1.4,1.3,98.6,1.3,2.1,1.8,39.1,5.2,36.3,5.6,22.5,3.7,1363,127,54.5,6.6,45.5,6.6,73.2,8.2,15.7,6.4,11.1,5.9,651,141,53.6,12,50.5,11.9,3.1,3.5,46.4,12,34.9,11.7,11.5,8.6,19.5,(X),22.5,(X),13.1,(X),7210,61525,7210,-,**,-,**,-,**,-,**,-,**,-,**,37417,94294,61758,7158,37000,14583,66141,10764,82361,16790,32396,6063,76250,11858,81161,15704,73438,20896,90217,22065,34167,48959,61354,47977,39321,7993,29837,3925,28750,3981,109583,47032,53238,8119,53463,6887,47009,68110,(X),(X),(X),(X),(X),(X),"Coal City village, Illinois"
1600000US1715209,38281,127,23,100,22.3,0,22.3,0,22.3,0,22.3,0,22.3,0,22.3,0,22.3,0.8,2.7,99.2,2.7,0.8,2.1,26,10.2,45.7,11.8,27.6,10,83,20,41,14.2,59,14.2,94,9.8,2.4,4.2,3.6,8.4,44,18,61.4,18.6,59.1,18.7,2.3,5.6,38.6,18.6,31.8,21.7,6.8,10.6,15,(X),20.5,(X),4.5,(X),7716,38281,7716,-,**,-,**,-,**,-,**,-,**,-,**,-,**,38438,7664,-,**,52083,28564,55500,37851,21875,4986,60417,17100,61667,16011,56250,42142,61667,17301,-,**,6875,98257,17500,7511,17083,5313,16667,5297,-,**,23750,40034,11667,38890,-,**,(X),(X),(X),(X),(X),(X),"Coalton village, Illinois"
1600000US1715235,64783,1364,129,98.1,1.7,0,2.4,1.1,1.5,0,2.4,0,2.4,0,2.4,0.8,1,4,2.6,95.3,2.8,1.6,1.8,29.3,5.5,45.2,6.3,23.8,5.9,1000,108,40.2,7.3,59.8,7.3,80.6,6.5,16.2,5.6,3.2,3,364,115,42.3,15.1,39.8,14.8,2.5,3.9,57.7,15.1,49.2,15.5,8.5,7.2,22.5,(X),22.9,(X),21.4,(X),4928,65389,5681,-,**,40625,32965,-,**,-,**,-,**,47708,42732,49583,34103,65667,5918,17115,84607,76250,16694,66076,23828,36193,6718,80625,20497,83167,16198,67333,33653,85250,6779,30449,6543,64423,96948,33654,3802,29459,14896,29155,17908,-,**,34167,3502,34006,3095,58194,48796,(X),(X),(X),(X),(X),(X),"Coal Valley village, Illinois"
1600000US1715261,48929,62,25,98.4,5,0,37.6,0,37.6,0,37.6,0,37.6,1.6,5,0,37.6,1.6,5,98.4,5,0,37.6,53.2,20.9,27.4,18.3,19.4,20.1,55,22,45.5,21.9,54.5,21.9,54.5,24.2,25.5,20.5,20,15.4,7,8,42.9,57.1,42.9,57.1,0,100,57.1,57.1,57.1,57.1,0,100,33.9,(X),38.2,(X),0,(X),15532,49107,16545,-,**,-,**,-,**,-,**,-,**,-,**,-,**,49107,16545,-,**,80179,44965,34688,11874,47857,48224,47679,15045,40417,43151,48571,11381,56250,13526,19286,44253,33438,17130,14688,6292,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Coatsburg village, Illinois"
1600000US1715300,26490,488,72,84.8,9.7,2,4.1,4.7,6.7,0,6.4,0,6.4,8.4,7,0,6.4,17.2,9,76,10.5,1.2,1.6,43.4,10.5,35.5,11.5,19.9,8.4,266,57,63.5,10.9,36.5,10.9,77.1,11,22.2,10.7,0.8,1.8,222,65,63.1,19,59.5,18.3,3.6,5.6,36.9,19,35.6,18.9,1.4,2.2,20.9,(X),33.5,(X),5.9,(X),5431,30667,10166,-,**,"2,500-",***,-,**,-,**,18693,1344,-,**,20156,3068,31917,11361,50625,109318,27353,33574,27179,5583,15625,12379,48333,11934,50350,17562,45208,15466,50216,9373,24375,41729,-,**,21154,10350,13571,8420,12143,7663,-,**,25969,819,26046,750,-,**,(X),(X),(X),(X),(X),(X),"Cobden village, Illinois"
1600000US1715352,29167,544,106,97.4,3.9,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,2.6,3.9,0,5.8,97.4,3.9,13.4,10.2,23.3,9.6,35.8,10.9,27.4,8.6,302,63,39.7,13.5,60.3,13.5,61.9,11.8,25.8,12.8,12.3,10.6,242,93,88,10.7,59.9,19.5,28.1,18.5,12,10.7,12,10.7,0,12.5,33.8,(X),33.8,(X),33.9,(X),5867,28681,5738,-,**,-,**,-,**,-,**,-,**,-,**,-,**,28681,5738,24375,12138,24563,18440,42083,12645,22426,9594,42333,8636,19063,20755,48000,5921,51776,16697,12321,27361,18594,20681,22365,3169,21385,5969,14241,8578,32768,20295,27639,9984,27639,9984,-,**,(X),(X),(X),(X),(X),(X),"Coffeen city, Illinois"
1600000US1715378,40208,544,63,98.2,2.1,0,5.8,0,5.8,0,5.8,0,5.8,0,5.8,1.8,2.1,0,5.8,98.2,2.1,7.4,5.5,29.6,6.8,33.8,7.4,29.2,6.9,323,56,37.8,8.6,62.2,8.6,80.5,8.4,15.2,6.8,4.3,4.6,221,50,59.3,10.4,50.7,12.5,8.6,8.4,40.7,10.4,21.7,9.4,19,10,33.1,(X),35.3,(X),29.9,(X),4621,40139,5244,-,**,-,**,-,**,-,**,-,**,40417,22981,-,**,40139,5244,36250,28643,47604,10699,50769,13486,34063,9549,49917,7905,39821,9337,54107,7149,56447,3645,29375,12924,38250,8673,18977,6751,15114,3291,14196,1790,40875,4301,28750,18244,16389,6119,55250,13309,(X),(X),(X),(X),(X),(X),"Colchester city, Illinois"
1600000US1715469,34375,65,23,96.9,7.1,0,36.7,0,36.7,0,36.7,0,36.7,3.1,7.1,0,36.7,3.1,7.1,96.9,7.1,3.1,5.1,29.2,21.9,46.2,23.4,21.5,17.6,38,22,73.7,22.2,26.3,22.2,76.3,33.5,0,48.1,23.7,33.5,27,14,33.3,24.3,25.9,21.8,7.4,12,66.7,24.3,59.3,30.9,7.4,14,35.4,(X),31.6,(X),7.4,(X),27657,36250,32158,-,**,-,**,-,**,-,**,-,**,-,**,-,**,36250,32158,-,**,23750,10129,66667,81859,33750,8225,65833,65394,95000,50798,33750,14009,39375,36095,-,**,-,**,16875,18049,16875,73803,15625,44980,-,**,16250,21783,14722,19228,-,**,(X),(X),(X),(X),(X),(X),"Coleta village, Illinois"
1600000US1715495,58889,368,51,99.5,0.8,0.5,0.8,0,8.4,0,8.4,0,8.4,0,8.4,0,8.4,0,8.4,99.5,0.8,0.5,0.9,41.6,8,26.4,8.1,31.5,8.9,252,52,48,9.5,52,9.5,74.6,10.4,15.9,9.2,9.5,6.4,116,36,72.4,16.1,69.8,16,2.6,4.4,27.6,16.1,27.6,16.1,0,24.1,23.9,(X),24.2,(X),21.6,(X),8099,59167,7613,-,**,-,**,-,**,-,**,-,**,-,**,-,**,59167,7613,-,**,48750,27347,82917,16826,41667,23476,66667,17046,62250,23884,76563,22040,79091,9493,23750,40312,62500,40824,40700,12797,30000,20507,28750,17711,-,**,42273,68113,42273,68113,-,**,(X),(X),(X),(X),(X),(X),"Colfax village, Illinois"
1600000US1715599,48816,11156,389,89.7,2.2,8.4,2.2,0,0.3,0.2,0.2,0,0.3,0.6,0.5,1.2,0.6,1.9,0.9,88.5,2.2,6.2,1.8,39.9,2.5,32.4,2.4,21.6,1.6,6773,309,44.4,3.5,55.6,3.5,71.2,3.5,21.2,3.4,7.6,2.1,4383,508,48.2,5.2,43,5,5.2,2,51.8,5.2,37.5,5.8,14.4,4.4,20.9,(X),21.4,(X),19.6,(X),3793,51699,3230,32821,10805,-,**,37000,331208,-,**,36094,54087,62634,38101,30769,7769,51899,3293,23083,14723,55681,5902,63924,8845,34712,4833,58608,3772,53393,6927,60602,4211,71788,3888,21951,4536,50850,20070,35763,1533,31566,5160,28854,7242,63194,27132,37046,3697,35477,5810,59646,4642,(X),(X),(X),(X),(X),(X),"Collinsville city, Illinois"
1600000US1715664,46594,1983,127,97.7,2.2,0.5,0.8,0,1.6,0,1.6,0,1.6,0.4,0.6,1.4,2.1,3.1,2.5,96.4,2.6,3.9,3.4,41,5.8,41.7,5.3,13.3,4,1335,123,36,6.5,64,6.5,85,6.2,8.7,4.8,6.3,3.4,648,153,42,15,37.5,15.2,4.5,4.9,58,15,43.7,15.6,14.4,10,21.2,(X),20.4,(X),20.8,(X),3599,46078,3531,-,**,-,**,-,**,-,**,-,**,-,**,86406,84900,46376,3525,43750,7048,48005,4387,58558,17290,21389,18855,61351,10283,61154,17677,61685,16570,63942,9548,30769,13183,72188,36040,35873,4480,14891,38897,13315,25172,62583,56611,36398,3340,35413,7537,44089,2593,(X),(X),(X),(X),(X),(X),"Colona city, Illinois"
1600000US1715807,27083,62,23,64.5,21.6,35.5,21.6,0,37.6,0,37.6,0,37.6,0,37.6,0,37.6,6.5,9.7,58.1,21.2,16.1,19,32.3,18.5,29,17,22.6,13.3,50,20,38,22,62,22,44,21.8,46,25.6,10,16,12,10,100,85.6,100,85.6,0,85.6,0,85.6,0,85.6,0,85.6,48.4,(X),58,(X),8.3,(X),14891,30000,5651,11071,25426,-,**,-,**,-,**,-,**,-,**,-,**,31000,6878,10714,12692,32000,3717,13750,18449,46667,3675,21500,13404,11250,9880,26875,13106,37500,27855,11023,1605,-,**,33333,33371,33333,33371,33333,33371,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Colp village, Illinois"
1600000US1715833,73264,3692,185,97,1.7,0,0.9,1,1,0.1,0.3,0,0.9,0.8,0.8,1,1.1,1.8,0.6,96,1.6,4,2.7,32.9,3.6,38.4,3.4,24.7,3.6,2708,136,45.1,4.6,54.9,4.6,79.8,4.6,13.5,4.1,6.7,3.6,984,184,37.2,10.4,35.9,10.4,1.3,2.2,62.8,10.4,35,10.7,27.8,13.2,22.8,(X),22.4,(X),24,(X),12121,72882,11818,-,**,143021,158838,-,**,-,**,55625,47110,80435,80550,41708,9579,74167,12790,52721,48660,86129,25698,93617,7430,45258,8510,91250,8651,83833,18896,94031,4732,99353,9822,52670,13014,59664,30826,35911,6661,24091,4574,24234,6271,-,**,42000,14616,37442,22670,42083,80702,(X),(X),(X),(X),(X),(X),"Columbia city, Illinois"
1600000US1715846,45625,39,20,100,47.5,0,47.5,0,47.5,0,47.5,0,47.5,0,47.5,0,47.5,0,47.5,100,47.5,0,47.5,23.1,20.1,53.8,19.9,23.1,13.5,32,18,12.5,19.4,87.5,19.4,68.8,27.3,25,30.4,6.3,15.4,7,8,28.6,56.3,28.6,56.3,0,100,71.4,56.3,71.4,56.3,0,100,38.5,(X),37.5,(X),42.9,(X),16471,45625,16471,-,**,-,**,-,**,-,**,-,**,-,**,-,**,45625,16471,-,**,44375,63488,47813,5021,22917,6519,47083,6304,43750,32731,47083,5501,48750,10857,46667,7220,-,**,21875,3894,-,**,-,**,-,**,22917,8732,22917,8732,-,**,(X),(X),(X),(X),(X),(X),"Columbus village, Illinois"
1600000US1715950,60530,228,60,100,13.3,0,13.3,0,13.3,0,13.3,0,13.3,0,13.3,0,13.3,0,13.3,100,13.3,0,13.3,39,22.2,34.6,22.9,26.3,17.3,168,66,63.1,21.5,36.9,21.5,68.5,23.9,6,8.4,25.6,25.1,60,45,0,38.3,0,38.3,0,38.3,100,38.3,85,30,15,30,28.5,(X),14.3,(X),68.3,(X),12945,60530,12945,-,**,-,**,-,**,-,**,-,**,-,**,-,**,60530,12945,-,**,44107,88097,61326,35699,58000,52675,62121,50263,70750,67817,58000,58864,108698,34062,"2,500-",***,60871,1324,35750,9994,-,**,-,**,-,**,35750,9994,35375,20743,-,**,(X),(X),(X),(X),(X),(X),"Como CDP, Illinois"
1600000US1715989,46250,108,25,97.2,4.9,0,25.5,0,25.5,0,25.5,0,25.5,2.8,4.9,0,25.5,7.4,8.1,92.6,8.1,0,25.5,33.3,13.1,50,14.7,16.7,8.4,73,18,52.1,16.4,47.9,16.4,83.6,12.4,11,10.1,5.5,6.5,35,21,20,21.6,20,21.6,0,50.1,80,21.6,74.3,24.1,5.7,8.5,35.2,(X),23.3,(X),60,(X),11854,45625,11367,-,**,-,**,-,**,-,**,-,**,-,**,76250,112370,42188,12183,-,**,65625,13027,46250,14423,26250,10223,57917,13077,61250,12101,51563,18080,59583,15438,61250,43953,40000,39463,25781,14528,17188,1709,17188,1709,-,**,26875,29067,26563,27689,-,**,(X),(X),(X),(X),(X),(X),"Compton village, Illinois"
1600000US1716054,36875,52,16,100,41.1,0,41.1,0,41.1,0,41.1,0,41.1,0,41.1,0,41.1,0,41.1,100,41.1,11.5,17.1,21.2,20.9,25,15,42.3,19.9,33,17,42.4,30.8,57.6,30.8,75.8,33.2,0,51.6,24.2,33.2,19,11,47.4,33.1,47.4,33.1,0,68,52.6,33.1,52.6,33.1,0,68,11.5,(X),6.1,(X),21.1,(X),9020,36875,9020,-,**,-,**,-,**,-,**,-,**,-,**,-,**,36875,9020,36000,6484,58906,30859,36750,29852,35417,13900,38750,8270,38889,30367,37361,21574,38750,29899,-,**,-,**,27083,15430,26250,11995,26250,11995,-,**,35500,20630,35500,20630,-,**,(X),(X),(X),(X),(X),(X),"Concord village, Illinois"
1600000US1716119,70469,187,47,98.4,2.2,0,15.9,0,15.9,0,15.9,0,15.9,0,15.9,1.6,2.2,0,15.9,98.4,2.2,4.8,5,37.4,12.5,41.7,13,16,8.6,159,42,36.5,12.7,63.5,12.7,88.7,8.3,6.9,5.9,4.4,5,28,18,25,22.2,14.3,16.8,10.7,15.4,75,22.2,50,30.6,25,33.6,21.9,(X),22.6,(X),17.9,(X),14532,70625,16481,-,**,-,**,-,**,-,**,-,**,69375,60415,-,**,70625,16481,26875,9112,58750,17435,106250,37102,46136,4505,72031,21152,63750,33130,87679,39837,87625,34364,38750,24582,56250,17814,57500,33761,51875,33854,38750,33958,-,**,67813,59541,36875,13605,-,**,(X),(X),(X),(X),(X),(X),"Congerville village, Illinois"
1600000US1716210,62500,78,20,100,32.7,0,32.7,0,32.7,0,32.7,0,32.7,0,32.7,0,32.7,0,32.7,100,32.7,0,32.7,32.1,12.5,43.6,13.8,24.4,13,50,17,28,15.9,72,15.9,92,10.1,4,6.9,4,6.5,28,11,39.3,20.6,39.3,20.6,0,56,60.7,20.6,53.6,20.1,7.1,9.9,20.5,(X),28,(X),7.1,(X),19211,62500,19211,-,**,-,**,-,**,-,**,-,**,-,**,-,**,62500,19211,-,**,62917,24491,66500,11207,48750,14429,70000,9000,75625,11593,66875,7198,72500,7961,-,**,-,**,38750,16975,31875,23797,31875,23797,-,**,50625,24378,51875,28911,-,**,(X),(X),(X),(X),(X),(X),"Cooksville village, Illinois"
1600000US1716366,54271,259,44,100,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,11.8,1.5,2.2,98.5,2.2,4.6,5.9,28.2,11.1,44.4,11.2,22.8,8.4,178,37,41.6,14.5,58.4,14.5,93.8,5.6,3.9,4.3,2.2,3.3,81,28,55.6,17.6,51.9,17.6,3.7,5.2,44.4,17.6,23.5,15.4,21,18.6,24.7,(X),20.8,(X),33.3,(X),9487,54271,9487,-,**,-,**,-,**,-,**,-,**,-,**,-,**,54688,10403,48333,25388,53194,7357,65417,24426,42813,16286,63333,11387,53611,12851,68750,14283,63750,13438,57813,108475,-,**,44196,11056,28750,26816,26250,24423,-,**,54167,15585,54583,48510,49861,26823,(X),(X),(X),(X),(X),(X),"Cordova village, Illinois"
1600000US1716405,54115,211,44,100,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,14.2,1.4,2.1,98.6,2.1,2.8,4,38.4,12.2,36,11.1,22.7,9.2,143,37,35,13.2,65,13.2,91.6,10.1,8.4,10.1,0,20.2,68,24,29.4,17,25,15.5,4.4,6.6,70.6,17,61.8,16.6,8.8,11.4,34.6,(X),34.3,(X),35.3,(X),7980,54115,7980,-,**,-,**,-,**,-,**,-,**,-,**,-,**,53958,7168,-,**,53274,2363,84167,18081,40682,20863,64063,27836,53846,10443,79375,14955,61528,17412,93500,4982,-,**,36000,19994,20714,5366,20179,7509,-,**,40909,6701,40227,10073,-,**,(X),(X),(X),(X),(X),(X),"Cornell village, Illinois"
1600000US1716431,56400,44,38,100,44.7,0,44.7,0,44.7,0,44.7,0,44.7,0,44.7,0,44.7,0,44.7,100,44.7,0,44.7,0,44.7,86.4,21.9,13.6,21.9,19,11,26.3,39,73.7,39,68.4,39.7,31.6,39.7,0,68,25,38,100,59.3,100,59.3,0,59.3,0,59.3,0,59.3,0,59.3,70.5,(X),31.6,(X),100,(X),6127,56400,6127,-,**,-,**,-,**,-,**,-,**,-,**,-,**,56400,6127,-,**,-,**,56100,11594,-,**,63125,67547,-,**,24688,73433,24531,133259,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),"Cornland CDP, Illinois"
1600000US1716470,71071,1158,99,93.8,3.7,4.5,3.6,0,2.8,0,2.8,0,2.8,1.7,1.6,0,2.8,6.1,5.2,89.4,6.2,4.7,4.8,63.5,8.1,29.6,7.4,2.2,2.1,944,97,69.1,8.7,30.9,8.7,80.6,7.8,18.3,7.6,1.1,1.9,214,83,66.4,18.6,29.9,19.6,36.4,22.6,33.6,18.6,19.2,17.1,14.5,16.6,15.3,(X),12.3,(X),23.4,(X),5859,71445,6926,22125,28313,-,**,-,**,-,**,86250,47713,-,**,115224,54638,70918,6274,39310,50262,76679,16982,60893,22001,34167,21327,71154,8198,75214,12320,66500,28154,79350,17351,18798,11931,-,**,70968,32234,70565,49162,30500,18236,83833,100418,86250,62649,22440,81442,-,**,(X),(X),(X),(X),(X),(X),"Cortland town, Illinois"
1600000US1716613,38750,427,61,100,7.3,0,7.3,0,7.3,0,7.3,0,7.3,0,7.3,0,7.3,1.4,1.9,98.6,1.9,4.7,4.3,32.6,10.3,36.1,9.6,26.7,6.3,261,56,37.9,12.5,62.1,12.5,72,12.2,21.5,12.1,6.5,6.5,166,52,51.8,18.9,51.8,18.9,0,17.7,48.2,18.9,34.9,18.5,13.3,9.7,39.6,(X),41.4,(X),36.7,(X),13285,38750,13285,-,**,-,**,-,**,-,**,-,**,-,**,16875,64601,39028,13265,10227,19061,43646,15364,54167,12297,21719,2997,51563,9479,33250,20286,58684,5197,52125,9633,13750,44274,66042,60419,18333,9133,14231,1974,14231,1974,-,**,24167,33097,20455,14187,70000,42962,(X),(X),(X),(X),(X),(X),"Coulterville village, Illinois"
1600000US1716691,59551,5736,266,13.7,2.9,84,2.9,0.2,0.4,0.5,0.5,0,0.6,1.2,1.9,0.4,0.4,2.8,2.2,12.7,2.7,0.2,0.3,32.1,4.5,45.4,5.2,22.3,3.6,4345,230,42,4.9,58,4.9,64.1,6.8,33,6.7,2.9,1.9,1391,286,75,11.3,73.5,10.7,1.5,2.6,25,11.3,18.5,9,6.5,7.1,44.3,(X),44.4,(X),36.1,(X),3845,53516,13605,62316,5173,-,**,158409,179329,-,**,-,**,37386,48194,29861,43470,54635,9611,-,**,62769,9701,62695,6465,40527,7390,64088,6217,62817,7786,65779,8008,70513,8446,57645,9505,52667,24178,38219,7948,37332,6778,37938,7817,-,**,45326,28550,27159,20953,56548,45788,(X),(X),(X),(X),(X),(X),"Country Club Hills city, Illinois"
1600000US1716873,62986,2304,140,93,4.1,2.8,2.6,0,1.4,1.5,1.6,0,1.4,2.3,2.5,0.4,0.7,8,3.6,87.3,4.8,2.1,1.8,33.3,6.1,41.1,6.9,23.5,4.5,1487,104,40,6.5,60,6.5,64.7,7,19.9,6.2,15.4,4.5,817,181,54,8.9,41.6,8.9,12.4,8.5,46,8.9,39.2,8.7,6.9,4.8,38,(X),39.3,(X),32.1,(X),7288,61094,8612,76007,19605,-,**,100568,20176,-,**,50000,44106,-,**,44821,8938,63980,8684,81625,57671,65368,7395,81646,10534,33875,9823,76766,10305,64821,20907,80703,7618,83654,12002,64688,25168,62375,37086,42284,11800,29418,12343,28578,4998,59063,37614,54133,9109,54133,12124,93750,177445,(X),(X),(X),(X),(X),(X),"Countryside city, Illinois"
1600000US1717055,27381,206,48,100,14.6,0,14.6,0,14.6,0,14.6,0,14.6,0,14.6,0,14.6,1,2.1,99,2.1,2.4,4.1,35.4,14.5,37.9,14.4,24.3,9.7,132,41,58.3,21.1,41.7,21.1,68.2,18,30.3,17.8,1.5,3.2,74,31,48.6,26.7,48.6,26.7,0,33.8,51.4,26.7,51.4,26.7,0,33.8,29.6,(X),34.1,(X),21.6,(X),4389,27381,4389,-,**,-,**,-,**,-,**,-,**,-,**,-,**,27262,4388,-,**,30795,3767,26923,13480,20000,9968,30192,9811,28558,3555,45313,21407,30000,20798,28750,16502,-,**,14500,6210,9559,6058,9559,6058,-,**,21500,14659,21500,14659,-,**,(X),(X),(X),(X),(X),(X),"Cowden village, Illinois"
1600000US1717077,56932,351,58,98,2.9,2,2.9,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,98,2.9,0,8.8,13.1,9.4,44.4,13.2,42.5,12.4,235,58,11.1,8.6,88.9,8.6,77.4,13.4,11.1,12.4,11.5,11.3,116,50,51.7,26,44,25.7,7.8,13.5,48.3,26,37.1,28.5,11.2,16.8,22.5,(X),28.5,(X),10.3,(X),11693,56136,12254,-,**,-,**,-,**,-,**,-,**,-,**,-,**,56136,12254,-,**,67222,35217,70357,24310,37841,18222,61741,14923,75781,17900,61295,13081,75213,13294,60333,6327,22411,26422,26667,24830,61071,50301,60268,72838,-,**,23750,12032,21339,6950,-,**,(X),(X),(X),(X),(X),(X),"Coyne Center CDP, Illinois"
1600000US1717094,36429,168,48,95.2,7.6,0,17.5,4.8,7.6,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,95.2,7.6,0,17.5,7.1,8.1,76.8,13.8,16.1,12.7,84,37,0,31,100,31,91.7,13,8.3,13,0,31,84,47,48.8,30.3,40.5,29.3,8.3,13.4,51.2,30.3,51.2,30.3,0,31,38.1,(X),23.8,(X),52.4,(X),19056,33750,22574,-,**,-,**,-,**,-,**,-,**,-,**,-,**,33750,22574,-,**,72857,80215,38281,25374,35179,22776,50217,5694,-,**,50217,5694,50598,3027,-,**,-,**,16786,16020,37969,47461,14737,47526,-,**,16250,11744,16250,11744,-,**,(X),(X),(X),(X),(X),(X),"Crab Orchard CDP, Illinois"
1600000US1717185,46615,525,71,98.5,2.4,1.5,2.4,0,6,0,6,0,6,0,6,0,6,0.6,1.3,97.9,2.8,10.1,5.5,24,7.3,42.1,8.5,23.8,6.9,339,62,43.7,10,56.3,10,75.5,8.3,15,7.8,9.4,7,186,52,64.5,12.9,58.6,12.9,5.9,5.6,35.5,12.9,25.3,13.7,10.2,8.3,15.2,(X),15.3,(X),15.1,(X),4594,47031,4612,-,**,-,**,-,**,-,**,-,**,-,**,"2,500-",***,47188,4604,22083,26284,58750,23664,53125,15776,33977,7970,59479,17888,70000,11047,54844,9642,74286,7368,52386,16409,17308,33443,21429,9378,19375,4366,18229,3612,31563,30130,32188,18133,18750,32746,62708,60521,(X),(X),(X),(X),(X),(X),"Crainville village, Illinois"
1600000US1717289,27688,245,47,95.5,5.1,0,12.4,2.4,4.1,0,12.4,0,12.4,0,12.4,2,3.1,1.2,2.7,94.3,5.3,0.8,1.6,26.5,12.7,48.2,12.3,24.5,11.4,157,43,33.1,15.1,66.9,15.1,74.5,15.8,19.7,14.4,5.7,9.1,88,31,55.7,21.3,38.6,22.1,17,18.5,44.3,21.3,44.3,21.3,0,29.9,28.2,(X),31.8,(X),21.6,(X),7840,27625,10000,-,**,-,**,-,**,-,**,-,**,-,**,-,**,27083,10777,-,**,28194,14469,31250,9730,20000,7717,29313,11300,28824,4211,37083,18584,36932,7970,18750,20350,-,**,14853,9002,14821,13339,9833,6621,31875,13472,14875,40270,14875,40270,-,**,(X),(X),(X),(X),(X),(X),"Creal Springs city, Illinois"
1600000US1717406,45913,213,59,98.1,3,0,14.1,0,14.1,1.9,3,0,14.1,0,14.1,0,14.1,1.9,3.2,96.2,4.5,6.6,9.6,34.3,11.5,30.5,9.6,28.6,11.5,145,46,39.3,15.4,60.7,15.4,91.7,6.7,8.3,6.7,0,19.9,68,32,55.9,23.1,47.1,20.1,8.8,12.6,44.1,23.1,27.9,18.9,16.2,22.3,28.2,(X),35.9,(X),11.8,(X),5145,46106,5099,-,**,-,**,-,**,-,**,-,**,-,**,-,**,45913,5055,-,**,46477,9384,52917,17784,36250,12201,48542,7344,47917,6383,49167,20486,50313,10111,37500,17636,-,**,28750,6252,25625,13299,20000,14130,-,**,30909,5858,26563,15780,-,**,(X),(X),(X),(X),(X),(X),"Crescent City village, Illinois"
1600000US1717458,52978,7654,246,83.9,3.3,8.6,2.6,0.2,0.3,1.8,1.1,0,0.4,4.7,2.1,0.8,0.7,10.3,2.5,78.3,3.6,3.3,1.8,38.6,3.5,36.1,3.2,22,2.5,4966,244,41.9,4.4,58.1,4.4,68.1,5.2,27,5,5,2.7,2688,318,51,7.7,44.6,7.7,6.4,3.6,49,7.7,41.6,7.6,7.4,4,27.5,(X),30.3,(X),22.3,(X),5001,56083,3384,35306,7613,85417,41884,91964,30349,-,**,36530,38550,71908,13480,54906,13825,56394,3502,43151,13714,53365,11955,61185,3008,34890,5136,62703,3568,58690,8139,64640,5081,70536,5486,44353,8300,57578,24360,33415,4840,29625,8486,28438,8370,36875,28065,36558,7838,36364,6940,49167,47908,(X),(X),(X),(X),(X),(X),"Crest Hill city, Illinois"
